strainID,CC_or_ST,CC_or_ST:color,Source,Source:color,tet_gene,tet_gene:color,Quinolone_gene,Quinolone_gene:color,macrolide_gene,macrolide_gene:color,aminoglycoside_gene,aminoglycoside_gene:color,isolation_year,isolation_year:color
HP12185,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12652,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-FF-R2-CJ-C-4-1-1-50,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-199-1-69,ST-21 complex,#E60012,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-FF-R2-CJ-C-3-1-1-48,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12578,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12637,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12575,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-FF-R2-CJ-C-5-1-1-52,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R3-CJ-C-2-1-1-19,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12591,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12629,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-FF-R1-CJ-C-7-1-1-44,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-FF-R1-CJ-C-3-1-1-38,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-LS-30-CJ-C-170-1-1-83,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-169-1-1-81,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-124-1-1-67,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12594,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12172,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12147,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12197,,,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12617,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12198,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12141,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12142,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12550,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12549,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12608,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12574,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12612,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12553,ST-21 complex,#E60012,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12143,ST-21 complex,#E60012,Human,#FF0000,tet(O),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12651,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12642,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12499,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12605,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12621,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC2,ST-21 complex,#E60012,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC53,ST-21 complex,#E60012,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2024,#F5B2B2
HP12615,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12561,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12635,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12583,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
SC11,ST-21 complex,#E60012,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12565,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
SC44,ST-21 complex,#E60012,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12590,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-FF-R1-CJ-C-2-1-1-16,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,tet(O/M/O),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12539,,,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-FF-R3-CJ-C-1-1-1-7,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2021,#9FD9F6
S-FF-R3-CJ-C-2-2-1-38,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2021,#9FD9F6
HP12200,,,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2018,#FFF9B1
SC36,ST-464 complex,#E4007F,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
S-LS-30-CJ-C-84-1-1-51,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12619,,,Human,#FF0000,tet(O/M/O),#ADFF2F,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
HP12645,,,Human,#FF0000,tet(O/M/O),#ADFF2F,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
HP12587,,,Human,#FF0000,tet(O/M/O),#ADFF2F,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2022,#A3BCE2
HP12618,,,Human,#FF0000,tet(O/M/O),#ADFF2F,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
HP12624,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
SC38,Others,#7F7F7F,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
HP12542,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2022,#A3BCE2
S-FF-R1-CJ-C-7-1-1-55,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-FF-R2-CJ-C-1-1-1-74,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-C-147-2-1-76,,,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-FF-R3-CJ-C-4-1-1-90,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-LS-30-CJ-C-21-1-1-12,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-FF-R2-CJ-C-4-1-1-79,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-5-1-1-81,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-7-1-1-84,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-6-2-1-83,ST-464 complex,#E4007F,Chicken_stool,#0E8F8F,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
SC49,ST-464 complex,#E4007F,Chicken_meat,#00FF00,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-FF-R2-CJ-C-1-1-1-66,,,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12560,,,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12593,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12492,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12536,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12519,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12495,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-FF-R1-CJ-C-4-1-1-63,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-LS-30-CJ-C-10-1-1-4,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-23-1-1-15,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12247,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12233,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12221,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12176,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12183,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12220,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12648,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12516,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-FF-R2-CJ-C-6-1-1-94,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-7-1-1-96,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12601,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-FF-R2-CJ-C-2-1-1-76,ST-21 complex,#E60012,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-27-1-128,ST-21 complex,#E60012,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-B-102-1-12,ST-21 complex,#E60012,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12520,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2021,#9FD9F6
S-SA-02-CJ-B-17-1-62,ST-21 complex,#E60012,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2020,#A5D4AD
HP12603,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-39-1-84,ST-21 complex,#E60012,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2020,#A5D4AD
HP12227,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2018,#FFF9B1
HP12230,ST-21 complex,#E60012,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2018,#FFF9B1
SC8,ST-21 complex,#E60012,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-26-1-127,ST-21 complex,#E60012,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-130-1-42,ST-21 complex,#E60012,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2019,#D7E7AF
S-SA-R1-CJ-B-136-1-44,ST-21 complex,#E60012,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,50S_L22_A103V,#125699,None,#CCCCCC,2019,#D7E7AF
HP12562,,,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12584,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-FF-R2-CJ-C-5-1-1-9,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12506,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12238,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12493,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12228,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12544,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12607,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12566,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12588,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12551,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12531,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12537,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
SC54,ST-48 complex,#FFF100,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2024,#F5B2B2
SC55,ST-48 complex,#FFF100,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2024,#F5B2B2
S-FF-R1-CJ-C-3-1-1-9,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12186,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-41-1-86,ST-48 complex,#FFF100,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-4-1-1-7,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-3-1-1-5,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R1-CJ-C-1-1-1-5,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12505,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-FF-R2-CJ-C-1-1-1-11,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12571,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-FF-R1-CJ-C-2-1-1-7,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12173,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12179,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12206,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-93-1-1-55,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12222,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12211,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12243,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12579,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
SC58,ST-48 complex,#FFF100,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2024,#F5B2B2
HP12576,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12628,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12242,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12139,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-19-2-1-9,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-56-1-1-30,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-40-1-1-21,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-123-2-1-66,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12218,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12226,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-128-2-1-73,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-C-9-2-1-3,ST-48 complex,#FFF100,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12232,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12231,ST-48 complex,#FFF100,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12563,ST-48 complex,#FFF100,Human,#FF0000,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-SA-R1-CJ-B-145-1-51,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-02-CJ-B-12-1-57,ST922,#1D2088,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
